RideID,DateKey,RideTime,ServiceType,RideStatus,SourceLocation,SourceAreaKey,DestinationLocation,DestAreaKey,DurationMin,DistanceKM,RideCharge,MiscCharge,TotalFare,PaymentMethod
RD6842266845287264,20240711,20:55:25.573305,cab economy,completed,Kalena Agrahara Esplanade,,Subbanna Palya Dam,,119,24.28,98.24,27.63,125.87,QR scan
RD6282492035531592,20240719,17:11:25.573305,parcel,completed,Hoodi Cut,,Vidya Vihar Plaza,,98,27.36,968.5,36.97,1005.47,GPay
RD3163774586807364,20240622,07:08:09.573305,bike,completed,Kalena Agrahara Circle,,Vijayanagar Road,,47,47.52,243.95,6.48,250.43,Amazon Pay
RD0112822894633421,20240708,22:58:18.573305,cab economy,completed,Balagere Fields,,Hosur Sector,,55,36.99,189.01,15.45,204.46,Paytm
RD3531499145378711,20240617,12:09:58.573305,parcel,completed,Vasanth Nagar Quadrant,,Hebbal Meadows,2.0,26,9.43,451.48,42.11,493.59,Paytm
RD5645167997914822,20240720,23:30:55.573305,auto,completed,Frazer Town Square,,Koramangala 4th Block Promenade,5.0,117,45.0,93.02,9.97,102.99,Amazon Pay
RD0014679548754844,20240711,06:37:12.573305,cab economy,completed,Nagasandra Crescent,,Hulimavu Farms,,74,24.42,53.24,31.01,84.25,Amazon Pay
RD3718594265376512,20240706,04:48:31.573305,auto,completed,Basaveshwaranagar Cut,,Hosur Road View,,71,23.79,693.88,32.19,726.0699999999999,GPay
RD4344153531352099,20240725,06:29:55.573305,auto,completed,Mahalakshmi Layout Square,,JP Nagar Zone,,66,37.23,886.8,5.46,892.26,QR scan
RD9238806861090852,20240814,05:53:48.573305,auto,completed,Benniganahalli Landing,,Bommanahalli Garden,,61,43.38,650.25,42.13,692.38,Amazon Pay
RD7096994439913983,20240802,00:32:51.573305,cab economy,completed,Jalahalli Side,,Doddaballapur 2nd Block,,115,4.03,62.27,32.14,94.41,Paytm
RD8073018919017743,20240629,19:32:08.573305,bike,completed,Banerghatta Road 5th Block,,Sadashiva Nagar Meadows,,64,21.15,127.56,2.45,130.01,GPay
RD4073481868548225,20240721,17:14:15.573305,bike,completed,Dommasandra 4th Stage,,Dodda Banaswadi Ridge,,36,26.54,177.66,10.98,188.64,GPay
RD3178950504773303,20240720,22:10:24.573305,parcel,completed,Koramangala 4th Block Quay,5.0,Arekere Quarry,,67,43.51,536.28,36.19,572.47,Paytm
RD1132645697192027,20240813,19:19:55.573305,bike,cancelled,Ramamurthy Nagar Woods,,Nayandahalli Layout,,90,30.14,,,,
RD4490525588099872,20240805,11:28:03.573305,bike lite,completed,Pai Layout Sector,,Nelamangala Area,,28,19.06,571.09,47.85,618.94,GPay
RD2910328532578162,20240815,08:14:17.573305,auto,completed,Billekahalli Boulevard,,Vidyaranyapura 5th Stage,,73,6.06,498.71,41.93,540.64,Amazon Pay
RD1482565254790562,20240813,05:53:05.573305,auto,completed,Shivaji Nagar Bay,,Giri Nagar View,,69,27.68,233.16,34.9,268.06,Paytm
RD4569099288219253,20240630,04:07:17.573305,cab economy,completed,Kumaraswamy Layout Square,,Hennur Road Pier,,59,19.82,70.82,3.14,73.96,Amazon Pay
RD6573017836850031,20240816,09:01:52.573305,bike,completed,RT Nagar Valley,,Electronic City Landing,1.0,51,33.46,730.55,38.39,768.9399999999999,Amazon Pay
RD0553688995825928,20240629,04:50:40.573305,bike,completed,Devarachikkanahalli Crescent,,Bellandur Depot,,84,33.06,937.98,27.05,965.03,Paytm
RD0224347058790195,20240713,05:02:20.573305,auto,completed,Mysore Road Trail,,Billekahalli Crescent,,110,27.9,841.83,39.98,881.8100000000001,Amazon Pay
RD8642030041557975,20240801,20:58:04.573305,cab economy,completed,Ashok Nagar Vista,,Doddaballapur Plaza,,84,22.83,748.63,4.26,752.89,QR scan
RD2654523562400458,20240621,02:56:02.573305,bike lite,completed,Madivala Extension,,Balagere Farms,,47,27.78,469.39,13.33,482.72,GPay
RD9026623642962636,20240617,20:42:22.573305,bike lite,cancelled,Munnekollal Commons,,Chikkajala 6th Stage,,80,31.54,,,,
RD5480041001193301,20240809,19:23:55.573305,cab economy,completed,Chokkanahalli Cove,,Balagere Nagar,,47,38.34,273.91,0.27,274.18,Paytm
RD3962582350139208,20240802,19:10:58.573305,auto,completed,Dooravani Nagar Quarry,,Gottigere Meadows,,44,24.45,676.15,27.78,703.93,GPay
RD4525146073699079,20240721,14:26:22.573305,auto,completed,Babusapalya Boulevard,,Banaswadi Park,,38,19.1,339.28,16.31,355.59,Amazon Pay
RD0520385062018646,20240711,15:51:06.573305,bike,cancelled,Kasavanahalli Trail,,Babusapalya Alcove,,70,24.73,,,,
RD1796831941675431,20240726,23:04:08.573305,bike,completed,Kundalahalli Estate,,Sadashiva Nagar Square,,56,31.31,771.5,10.31,781.81,Paytm
RD8859683254294924,20240806,16:19:01.573305,bike,completed,Hennur Passage,,Kadubeesanahalli Landing,,22,37.16,401.19,38.65,439.84,Paytm
RD8300940115283622,20240711,06:28:39.573305,bike,completed,Kaggalipura Sector,,Kalyan Nagar Side,,50,17.97,606.59,38.42,645.01,Amazon Pay
RD8680464270760532,20240703,14:39:06.573305,auto,completed,Bikasipura Cutting,,Sonnenahalli Esplanade,,83,39.91,647.01,21.23,668.24,GPay
RD7148560367089067,20240720,05:06:02.573305,parcel,completed,Gottigere Nagar,,Giri Nagar Square,,18,19.56,872.58,45.11,917.69,QR scan
RD0681822200557150,20240815,19:27:13.573305,cab economy,completed,Chikkagubbi Side,,Avalahalli 3rd Block,,96,37.32,864.37,45.04,909.41,Paytm
RD8260690421338087,20240721,10:32:20.573305,parcel,completed,Naganathapura Crescent,,RMV 2nd Stage Area,,111,28.27,523.06,20.12,543.18,GPay
RD7068208115828725,20240801,08:46:48.573305,parcel,completed,Banaswadi Heights,,Seshadripuram Layout,,38,17.54,191.05,43.24,234.29,Paytm
RD9173299037682572,20240801,21:45:35.573305,parcel,completed,Lingarajapuram Way,,Kasavanahalli 4th Stage,,64,47.8,872.2,5.72,877.9200000000001,Amazon Pay
RD6522943122541686,20240730,15:51:01.573305,bike lite,completed,HRBR Layout Harbor,,Hennur Boulevard,,56,25.52,206.28,31.39,237.67,QR scan
RD7738254197813039,20240715,14:42:17.573305,parcel,completed,Hebbal Hills,2.0,Kudlu Gate Esplanade,,31,43.6,789.96,34.58,824.5400000000001,Paytm
RD0271241267996000,20240725,06:48:46.573305,auto,completed,Koramangala 8th Block Landing,5.0,Domlur Enclave,,79,38.51,511.53,22.03,533.56,GPay
RD5129546060032038,20240802,20:12:46.573305,bike lite,completed,Nagawara Bay,,KR Puram Township,,83,21.22,276.46,11.79,288.25,GPay
RD7963278943051022,20240712,21:21:00.573305,parcel,completed,RMV 2nd Stage Court,,Dodda Banaswadi Works,,66,34.16,519.41,43.69,563.0999999999999,Amazon Pay
RD8008889685387481,20240715,18:23:36.573305,bike,completed,Koramangala 7th Block Bay,5.0,Munnekollal Arcade,,19,6.14,254.31,40.5,294.81,Paytm
RD1435367571403883,20240803,07:38:25.573305,cab economy,completed,Chikkagubbi Square,,Banaswadi Drive,,80,20.22,795.55,29.85,825.4,Paytm
RD8370801779828992,20240809,23:56:30.573305,cab economy,completed,Hosur Road Circle,,Nayandahalli Yard,,25,1.52,974.95,30.54,1005.49,Amazon Pay
RD6702669877950014,20240706,09:41:36.573305,bike,completed,Chikkalasandra Bridge,,Vasanth Nagar Terrace,,31,46.35,267.57,4.29,271.86,GPay
RD0769937280252053,20240621,06:31:15.573305,parcel,completed,Chikkajala Harbor,,Kumaraswamy Layout Cross,,117,40.92,127.88,35.02,162.9,Paytm
RD6293785265888211,20240718,17:01:42.573305,bike,completed,Amruthahalli Alcove,,Koramangala 8th Block Way,5.0,39,31.07,118.99,15.28,134.26999999999998,QR scan
RD7892630660816987,20240708,09:04:14.573305,bike lite,completed,Ramamurthy Nagar Square,,Amruthahalli Run,,84,49.0,973.65,45.39,1019.04,Paytm
RD6746315412932612,20240727,00:23:15.573305,cab economy,completed,Kasavanahalli Alcove,,ITI Layout Passage,,26,22.72,937.61,48.48,986.09,Amazon Pay
RD3887533666102038,20240626,22:52:10.573305,auto,completed,Kalyan Nagar Yard,,Byatarayanapura 4th Stage,,92,3.15,758.54,10.86,769.4,GPay
RD0575056505105084,20240624,13:35:50.573305,cab economy,cancelled,Bommanahalli Station,,Doddanekundi Loop,,62,35.97,,,,
RD9651439732947771,20240725,17:13:26.573305,cab economy,completed,Agrahara Layout Arc,,Kadubeesanahalli 5th Stage,,66,21.15,714.35,24.02,738.37,Amazon Pay
RD9890110089256167,20240705,22:57:46.573305,bike lite,cancelled,Dooravani Nagar Bay,,Yelahanka 4th Block,,27,27.9,,,,
RD1521036877356665,20240803,01:16:54.573305,bike,completed,Anekal Ridge,,Tavarekere Hills,,70,1.3,974.79,10.2,984.99,Paytm
RD7135795066061950,20240812,19:22:04.573305,cab economy,completed,Harohalli Quadrant,,Hebbal Layout,2.0,58,33.21,609.26,39.58,648.84,Paytm
RD7810080036192448,20240625,23:46:58.573305,bike,completed,Kadubeesanahalli Side,,Ashok Nagar 5th Block,,46,40.55,356.57,31.45,388.02,GPay
RD8709376172311080,20240620,23:02:26.573305,bike lite,completed,Banaswadi Village,,Bhadrappa Layout Pointe,,69,27.33,773.68,0.77,774.4499999999999,QR scan
RD9677777075332607,20240803,18:01:51.573305,cab economy,completed,Kothanur Arcade,,Kaggalipura Landing,,112,28.88,654.86,9.5,664.36,Paytm
RD0754424195671819,20240617,21:36:56.573305,auto,completed,Jakkasandra Square,,Kothaguda Landing,,34,27.04,567.92,37.0,604.92,Paytm
RD3847440619065361,20240802,14:05:32.573305,parcel,completed,Sonnenahalli 4th Stage,,Kadugodi Colony,,98,29.72,337.08,44.37,381.45,Paytm
RD1271229713841471,20240805,21:16:33.573305,auto,completed,Horamavu Agara Drive,,Kaval Byrasandra 6th Stage,,46,23.74,389.91,11.32,401.23,Amazon Pay
RD5258317488650281,20240623,03:08:41.573305,cab economy,completed,Chikkajala View,,Sarjapur 1st Stage,,70,5.24,386.93,18.41,405.34,Paytm
RD9040841540468015,20240722,05:52:07.573305,auto,completed,Hosur Road Way,,Hebbal Kempapura Esplanade,2.0,82,23.84,77.27,36.54,113.81,QR scan
RD1570254370924162,20240721,23:33:21.573305,bike lite,completed,Banaswadi Ridge,,Byatarayanapura Side,,13,8.35,947.69,4.0,951.69,QR scan
RD2045983504986698,20240619,10:58:40.573305,cab economy,completed,Yeshwanthpur Colony,8.0,Bagalur Complex,,65,8.31,582.43,24.67,607.0999999999999,Amazon Pay
RD1635702366186999,20240807,18:32:41.573305,parcel,completed,Hulimavu Heights,,Hebbal Kempapura 3rd Stage,2.0,34,18.92,731.75,15.91,747.66,Amazon Pay
RD8448877131563198,20240713,22:44:43.573305,bike lite,completed,Adugodi Township,,Sarjapur Esplanade,,86,47.47,60.83,23.64,84.47,Paytm
RD2093550028338203,20240723,18:48:44.573305,bike,completed,Chokkanahalli Station,,Banaswadi 1st Block,,63,48.74,704.22,9.77,713.99,Paytm
RD3044755673558319,20240622,13:14:06.573305,cab economy,completed,Doddaballapur 3rd Stage,,Ashok Nagar Summit,,64,6.32,217.68,28.47,246.15,Paytm
RD2286445961138751,20240630,01:39:55.573305,auto,completed,BTM 2nd Stage Commons,,KR Puram Pass,,13,8.4,897.46,43.13,940.59,Amazon Pay
RD5645231736683896,20240716,11:58:00.573305,bike,completed,Madivala Cross,,Electronic City Commons,1.0,46,25.98,309.87,5.72,315.59000000000003,Amazon Pay
RD6066598731508941,20240626,13:47:41.573305,bike,completed,Hebbal 5th Stage,2.0,Marathahalli Harbor,,116,24.94,75.58,18.13,93.71,QR scan
RD2924165578061264,20240802,08:56:52.573305,bike lite,completed,Kanakapura Landing,,Mahalakshmi Layout Dam,,115,47.88,778.79,18.12,796.91,QR scan
RD9036932675033168,20240629,21:36:27.573305,parcel,completed,Rachenahalli 1st Block,,Kasturi Nagar Fields,,85,10.9,385.8,49.58,435.38,Amazon Pay
RD6572806392898304,20240628,10:28:14.573305,auto,completed,Kadugodi Arcade,,Horamavu Agara Ridge,,84,10.61,625.55,6.47,632.02,Amazon Pay
RD9285435713154850,20240715,22:42:27.573305,bike,completed,Bellandur Outer Ring Road Square,,Horamavu Agara Plaza,,67,47.52,400.05,12.66,412.71,Paytm
RD7318722607230169,20240810,16:24:18.573305,auto,completed,JP Nagar Landing,,Vidya Vihar 6th Block,,35,41.04,820.98,26.88,847.86,Amazon Pay
RD7021617490216965,20240620,01:22:37.573305,auto,completed,Ramnagar Garden,,Kalyan Nagar Alley,,64,46.13,555.64,29.08,584.72,GPay
RD3035769628089158,20240630,03:06:52.573305,cab economy,completed,Hennur Road 2nd Block,,Seshadripuram Yard,,36,13.83,517.11,18.0,535.11,Paytm
RD5003841222720112,20240629,10:39:20.573305,auto,completed,Kundalahalli Boulevard,,Chokkanahalli Grove,,93,25.2,206.17,22.21,228.38,QR scan
RD4698776142328805,20240807,00:05:31.573305,bike,completed,Hebbal Kempapura Summit,2.0,Nayandahalli View,,106,14.46,746.65,6.09,752.74,GPay
RD1832726787422901,20240715,19:06:54.573305,bike,completed,KR Puram Place,,Mysore Road Complex,,97,33.99,899.06,31.98,931.04,Paytm
RD6023460589549920,20240808,22:28:52.573305,parcel,completed,ITI Layout Garden,,Horamavu Banaswadi Ridge,,119,45.04,336.42,47.09,383.51,QR scan
RD8566934192135106,20240623,14:51:22.573305,cab economy,completed,Horamavu Extension,,Munnekollal Circle,,114,10.51,237.92,40.29,278.21,QR scan
RD9265798185424107,20240713,13:54:40.573305,bike,completed,Kothanur Side,,Subramanyapura Station,,107,9.57,229.1,45.49,274.59,QR scan
RD1118338512053141,20240620,14:44:56.573305,bike lite,cancelled,Nagasandra 1st Stage,,Kadugodi Quarry,,84,11.35,,,,
RD5162540778197628,20240707,00:02:07.573305,bike,completed,Kadugodi 5th Block,,Kaval Byrasandra Colony,,29,29.81,68.64,47.15,115.79,GPay
RD0692734008252785,20240812,05:12:59.573305,cab economy,completed,Hennur Road Quay,,Domlur Pointe,,52,49.13,299.35,43.39,342.74,Amazon Pay
RD4726006454341707,20240704,08:09:15.573305,parcel,completed,Rachenahalli Run,,Horamavu Banaswadi Zone,,97,46.22,678.65,45.19,723.8399999999999,Paytm
RD1270794985622415,20240702,09:52:30.573305,cab economy,completed,Vidya Vihar Alley,,Anjanapura Boulevard,,105,13.15,504.47,7.16,511.63000000000005,GPay
RD6230554769380340,20240630,06:19:31.573305,auto,completed,Jakkasandra 2nd Block,,Electronic City Pier,1.0,97,43.3,657.67,17.35,675.02,GPay
RD9322255251186440,20240710,21:27:04.573305,bike lite,completed,Gottigere Station,,Ganganagar Hills,,115,42.31,76.74,38.2,114.94,Amazon Pay
RD8067965169836233,20240621,23:40:53.573305,bike,completed,Chikkalasandra Bay,,Benniganahalli Woods,,23,37.02,104.35,42.23,146.57999999999998,Amazon Pay
RD4927196730329615,20240808,18:00:48.573305,cab economy,completed,Banaswadi Yard,,Nagawara Bridge,,81,18.0,674.32,38.77,713.09,Amazon Pay
RD3236429537617733,20240725,10:00:57.573305,parcel,cancelled,Rachenahalli Heights,,Bhadrappa Layout Run,,39,25.0,,,,
RD7579012389003667,20240807,02:18:02.573305,bike,completed,Jayanagar Farms,4.0,Bellandur Crescent,,73,33.61,528.92,41.61,570.53,QR scan
RD9752735259988913,20240624,03:53:25.573305,cab economy,completed,Pai Layout Square,,Dommasandra Alcove,,112,32.03,697.78,17.08,714.86,Amazon Pay
RD4055256404059552,20240717,18:09:25.573305,cab economy,completed,Avalahalli Enclave,,Koramangala 8th Block Pointe,5.0,37,36.27,281.92,31.94,313.86,Paytm
RD9388588862991457,20240806,02:37:21.573305,auto,completed,Sanjay Nagar Alley,,Shivaji Nagar Station,,71,4.15,441.66,44.09,485.75,Amazon Pay
RD0159187083447816,20240805,14:08:24.573305,auto,completed,Vasanth Nagar Square,,Billekahalli Vista,,22,16.72,969.2,1.6,970.8,QR scan
RD6968742229077185,20240710,00:39:35.573305,cab economy,cancelled,Gottigere 3rd Stage,,Attibele Cut,,91,21.18,,,,
RD8145683336069486,20240803,04:06:42.573305,bike,completed,Gottigere Pier,,Hebbal Kempapura Woods,2.0,13,49.43,818.67,17.89,836.56,Paytm
RD7731338052412445,20240715,04:06:18.573305,bike lite,completed,Kanaka Nagar 2nd Block,,Bommasandra 1st Stage,,44,37.97,868.38,16.13,884.51,QR scan
RD3735672475493674,20240712,05:20:28.573305,bike,cancelled,Bellandur 6th Stage,,Dasarahalli Close,,63,7.8,,,,
RD3651759041327860,20240809,11:39:42.573305,bike,completed,Nayandahalli Area,,Subbanna Palya Depot,,94,31.05,512.55,45.63,558.18,GPay
RD0630109523244447,20240727,11:24:59.573305,bike lite,completed,Shivaji Nagar Promenade,,Agrahara Layout Pointe,,94,20.43,753.09,34.81,787.9000000000001,QR scan
RD7959612760976472,20240811,09:58:01.573305,auto,completed,Peenya Pass,,Hebbal Hills,2.0,44,45.63,906.74,28.81,935.55,Paytm
RD2000826056839554,20240804,22:46:00.573305,bike,completed,Koramangala 7th Block Pier,5.0,Mahadevapura Terrace,,34,46.96,628.29,40.98,669.27,Paytm
RD0291757824519055,20240810,18:10:36.573305,parcel,completed,Yelahanka New Town Landing,,VV Puram Promenade,,90,14.58,383.23,16.44,399.67,Amazon Pay
RD2750188593991323,20240721,01:14:02.573305,auto,completed,Seshadripuram Village,,Chikkajala Way,,35,23.9,564.62,35.37,599.99,Paytm
RD8585340453752237,20240701,14:02:32.573305,auto,completed,Magadi Road Passage,,Kudlu Pointe,,74,10.5,65.47,19.3,84.77,QR scan
RD9534461485604483,20240630,22:20:17.573305,auto,completed,Banerghatta Road 1st Stage,,Kadugodi 6th Stage,,89,41.24,818.89,12.6,831.49,Paytm
RD8709463350307470,20240801,04:06:47.573305,bike,completed,Vasanth Nagar Quadrant,,Kothaguda Terrace,,111,12.4,694.1,39.42,733.52,GPay
RD6556116296724207,20240728,17:44:14.573305,auto,completed,Shivaji Nagar Boulevard,,Kanaka Nagar 6th Stage,,58,15.53,96.92,12.37,109.29,Paytm
RD8009428409312754,20240619,20:12:27.573305,parcel,completed,Rachenahalli Circle,,Ramnagar Passage,,46,1.44,653.85,30.36,684.21,Amazon Pay
RD5567565070187063,20240706,13:21:41.573305,bike,completed,Ganganagar Colony,,Bhadrappa Layout Loop,,74,7.31,710.62,17.06,727.68,GPay
RD9752730780578892,20240618,14:57:56.573305,cab economy,completed,Horamavu Agara Drive,,Chokkanahalli Quadrant,,117,27.06,372.17,43.27,415.44,Amazon Pay
RD4015748163905855,20240630,20:11:27.573305,auto,completed,Bagalur Quarry,,Malleshwaram Square,,85,42.56,668.24,18.53,686.77,GPay
RD5173949021177274,20240630,12:14:26.573305,bike,completed,Bikasipura Bridge,,Nelamangala Cross,,93,1.73,857.5,25.94,883.44,Amazon Pay
RD0379912715727034,20240704,22:32:52.573305,auto,completed,JP Nagar Vista,,Kaggalipura Mews,,115,10.34,176.63,19.79,196.42,Amazon Pay
RD4652799597452488,20240720,01:41:50.573305,auto,completed,Madivala 2nd Stage,,Chikkabellandur Complex,,89,13.18,106.89,24.41,131.3,Paytm
RD9600923893801678,20240721,19:20:28.573305,bike,cancelled,Koramangala 4th Block District,5.0,Chikkalasandra Depot,,40,21.61,,,,
RD1221958483584352,20240722,12:18:19.573305,parcel,cancelled,KR Puram 6th Block,,Peenya 3rd Block,,71,17.66,,,,
RD9828021621506192,20240619,03:42:15.573305,bike,completed,Hosur Road 2nd Block,,Dodda Banaswadi Square,,94,45.04,326.7,40.96,367.66,GPay
RD3530795762902151,20240803,12:18:42.573305,auto,completed,HSR Layout Circle,,Billekahalli 3rd Block,,96,7.35,439.75,48.94,488.69,QR scan
RD6053831327143687,20240626,19:08:29.573305,cab economy,completed,Madivala Extension,,Thanisandra Harbor,,82,10.63,388.68,33.86,422.54,Paytm
RD4775145188577848,20240722,22:22:53.573305,auto,completed,Jakkur Garden,,Koramangala 8th Block Yard,5.0,44,43.53,454.44,4.63,459.07,QR scan
RD3734754115770110,20240623,20:48:56.573305,bike,completed,Chikkabellandur 4th Block,,Varthur Close,,27,3.76,763.32,35.23,798.5500000000001,QR scan
RD4529697176982906,20240621,02:21:03.573305,parcel,completed,Kothaguda Fields,,Gottigere 5th Stage,,20,44.75,249.18,24.58,273.76,QR scan
RD8321193335961104,20240703,00:18:13.573305,bike,completed,Ramnagar Close,,Basavanagudi 3rd Block,,33,11.04,131.05,19.56,150.61,Amazon Pay
RD7521373164338744,20240806,20:26:10.573305,bike,completed,Rajajinagar 5th Block,,BTM 2nd Stage Farms,,71,22.81,96.75,47.22,143.97,QR scan
RD7191669108863681,20240808,15:39:18.573305,cab economy,completed,Kanakapura Station,,RT Nagar Sector,,19,31.19,497.46,44.14,541.6,QR scan
RD8421762036675909,20240619,13:06:36.573305,bike lite,completed,Anekal Colony,,Chokkanahalli Ridge,,72,39.01,171.94,16.72,188.66,Amazon Pay
RD3384287607278775,20240721,22:53:30.573305,cab economy,completed,Kothaguda 5th Block,,Marathahalli Promenade,,63,25.93,825.35,18.78,844.13,GPay
RD4898293695484704,20240726,14:02:36.573305,bike,completed,Chikkajala Ridge,,Harohalli 5th Stage,,104,49.98,738.7,32.31,771.01,Paytm
RD8888674631028034,20240710,05:44:09.573305,bike,completed,Nagawara Fields,,Ramnagar Farms,,30,47.69,326.84,44.75,371.59,GPay
RD3193881282585789,20240804,04:55:05.573305,auto,completed,Kothaguda Esplanade,,Bagalur Woods,,27,45.95,126.15,34.12,160.27,Paytm
RD5854179480276045,20240619,09:53:40.573305,parcel,cancelled,Kalyan Nagar 2nd Stage,,Kanaka Nagar Landing,,38,8.48,,,,
RD0686477229242346,20240618,22:30:44.573305,bike,completed,HSR Layout Vista,,Mysore Road Pass,,10,31.62,278.22,20.24,298.46000000000004,QR scan
RD7838342504748337,20240712,06:02:29.573305,auto,completed,Chokkanahalli Landing,,Nayandahalli Ridge,,110,20.8,705.33,40.16,745.49,Paytm
RD5180175149862032,20240806,00:09:44.573305,bike,completed,RMV 2nd Stage Promenade,,Ashok Nagar Layout,,81,4.5,513.7,36.67,550.37,Paytm
RD9891605718623720,20240719,18:53:20.573305,bike,completed,Ramamurthy Nagar Quadrant,,Chandra Layout Crescent,,108,31.49,611.96,19.75,631.71,GPay
RD3177064720224977,20240802,06:51:45.573305,bike lite,cancelled,Sadashiva Nagar Lane,,Balagere Esplanade,,65,32.85,,,,
RD0602837032922931,20240628,22:23:35.573305,bike,cancelled,Banaswadi Crescent,,Kanakapura Sector,,71,48.34,,,,
